Symbol,Base Asset,Quote Asset,Status
BNBTRY,BNB,TRY,TRADING
BUSDTRY,BUSD,TRY,BREAK
ETHTRY,ETH,TRY,TRADING
XRPTRY,XRP,TRY,TRADING
USDTTRY,USDT,TRY,TRADING
USDTRUB,USDT,RUB,BREAK
BTCEUR,BTC,EUR,TRADING
ETHEUR,ETH,EUR,TRADING
BNBEUR,BNB,EUR,TRADING
XRPEUR,XRP,EUR,TRADING
EURBUSD,EUR,BUSD,BREAK
EURUSDT,EUR,USDT,TRADING
OGNBNB,OGN,BNB,BREAK
OGNBTC,OGN,BTC,TRADING
OGNUSDT,OGN,USDT,TRADING
DREPBNB,DREP,BNB,BREAK
DREPBTC,DREP,BTC,BREAK
DREPUSDT,DREP,USDT,BREAK
BULLUSDT,BULL,USDT,BREAK
BULLBUSD,BULL,BUSD,BREAK
BEARUSDT,BEAR,USDT,BREAK
BEARBUSD,BEAR,BUSD,BREAK
ETHBULLUSDT,ETHBULL,USDT,BREAK
ETHBULLBUSD,ETHBULL,BUSD,BREAK
ETHBEARUSDT,ETHBEAR,USDT,BREAK
ETHBEARBUSD,ETHBEAR,BUSD,BREAK
TCTBNB,TCT,BNB,BREAK
TCTBTC,TCT,BTC,BREAK
TCTUSDT,TCT,USDT,BREAK
WRXBNB,WRX,BNB,BREAK
WRXBTC,WRX,BTC,BREAK
WRXUSDT,WRX,USDT,TRADING
ICXBUSD,ICX,BUSD,BREAK
BTSUSDT,BTS,USDT,BREAK
BTSBUSD,BTS,BUSD,BREAK
LSKUSDT,LSK,USDT,TRADING
BNTUSDT,BNT,USDT,TRADING
BNTBUSD,BNT,BUSD,BREAK
LTOBNB,LTO,BNB,BREAK
LTOBTC,LTO,BTC,TRADING
LTOUSDT,LTO,USDT,TRADING
ATOMBUSD,ATOM,BUSD,BREAK
DASHBUSD,DASH,BUSD,BREAK
NEOBUSD,NEO,BUSD,BREAK
WAVESBUSD,WAVES,BUSD,BREAK
XTZBUSD,XTZ,BUSD,BREAK
EOSBULLUSDT,EOSBULL,USDT,BREAK
EOSBULLBUSD,EOSBULL,BUSD,BREAK
EOSBEARUSDT,EOSBEAR,USDT,BREAK
EOSBEARBUSD,EOSBEAR,BUSD,BREAK
XRPBULLUSDT,XRPBULL,USDT,BREAK
XRPBULLBUSD,XRPBULL,BUSD,BREAK
XRPBEARUSDT,XRPBEAR,USDT,BREAK
XRPBEARBUSD,XRPBEAR,BUSD,BREAK
BATBUSD,BAT,BUSD,BREAK
ENJBUSD,ENJ,BUSD,BREAK
NANOBUSD,NANO,BUSD,BREAK
ONTBUSD,ONT,BUSD,BREAK
RVNBUSD,RVN,BUSD,BREAK
STRATBUSD,STRAT,BUSD,BREAK
STRATBNB,STRAT,BNB,BREAK
STRATUSDT,STRAT,USDT,BREAK
AIONBUSD,AION,BUSD,BREAK
AIONUSDT,AION,USDT,BREAK
MBLBNB,MBL,BNB,BREAK
MBLBTC,MBL,BTC,BREAK
MBLUSDT,MBL,USDT,TRADING
COTIBNB,COTI,BNB,BREAK
COTIBTC,COTI,BTC,TRADING
COTIUSDT,COTI,USDT,TRADING
ALGOBUSD,ALGO,BUSD,BREAK
BTTBUSD,BTT,BUSD,BREAK
TOMOBUSD,TOMO,BUSD,BREAK
XMRBUSD,XMR,BUSD,BREAK
ZECBUSD,ZEC,BUSD,BREAK
BNBBULLUSDT,BNBBULL,USDT,BREAK
BNBBULLBUSD,BNBBULL,BUSD,BREAK
BNBBEARUSDT,BNBBEAR,USDT,BREAK
BNBBEARBUSD,BNBBEAR,BUSD,BREAK
STPTBNB,STPT,BNB,BREAK
STPTBTC,STPT,BTC,TRADING
STPTUSDT,STPT,USDT,TRADING
BTCZAR,BTC,ZAR,TRADING
ETHZAR,ETH,ZAR,TRADING
BNBZAR,BNB,ZAR,BREAK
USDTZAR,USDT,ZAR,TRADING
BUSDZAR,BUSD,ZAR,BREAK
BTCBKRW,BTC,BKRW,BREAK
ETHBKRW,ETH,BKRW,BREAK
BNBBKRW,BNB,BKRW,BREAK
WTCUSDT,WTC,USDT,BREAK
DATABUSD,DATA,BUSD,BREAK
DATAUSDT,DATA,USDT,TRADING
XZCUSDT,XZC,USDT,BREAK
SOLBNB,SOL,BNB,TRADING
SOLBTC,SOL,BTC,TRADING
SOLUSDT,SOL,USDT,TRADING
SOLBUSD,SOL,BUSD,BREAK
BTCIDRT,BTC,IDRT,BREAK
BNBIDRT,BNB,IDRT,BREAK
USDTIDRT,USDT,IDRT,BREAK
BUSDIDRT,BUSD,IDRT,BREAK
CTSIBTC,CTSI,BTC,TRADING
CTSIUSDT,CTSI,USDT,TRADING
CTSIBNB,CTSI,BNB,BREAK
CTSIBUSD,CTSI,BUSD,BREAK
HIVEBNB,HIVE,BNB,BREAK
HIVEBTC,HIVE,BTC,TRADING
HIVEUSDT,HIVE,USDT,TRADING
CHRBNB,CHR,BNB,BREAK
CHRBTC,CHR,BTC,TRADING
CHRUSDT,CHR,USDT,TRADING
BTCUPUSDT,BTCUP,USDT,BREAK
BTCDOWNUSDT,BTCDOWN,USDT,BREAK
GXSUSDT,GXS,USDT,BREAK
ARDRUSDT,ARDR,USDT,TRADING
ERDBUSD,ERD,BUSD,BREAK
LENDUSDT,LEND,USDT,BREAK
HBARBUSD,HBAR,BUSD,BREAK
MATICBUSD,MATIC,BUSD,BREAK
WRXBUSD,WRX,BUSD,BREAK
ZILBUSD,ZIL,BUSD,BREAK
MDTBNB,MDT,BNB,BREAK
MDTBTC,MDT,BTC,TRADING
MDTUSDT,MDT,USDT,TRADING
STMXBTC,STMX,BTC,BREAK
STMXETH,STMX,ETH,BREAK
STMXUSDT,STMX,USDT,TRADING
KNCBUSD,KNC,BUSD,BREAK
KNCUSDT,KNC,USDT,TRADING
REPBUSD,REP,BUSD,BREAK
REPUSDT,REP,USDT,BREAK
LRCBUSD,LRC,BUSD,BREAK
LRCUSDT,LRC,USDT,TRADING
IQBNB,IQ,BNB,BREAK
IQBUSD,IQ,BUSD,BREAK
PNTBTC,PNT,BTC,BREAK
PNTUSDT,PNT,USDT,BREAK
BTCGBP,BTC,GBP,BREAK
ETHGBP,ETH,GBP,BREAK
XRPGBP,XRP,GBP,BREAK
BNBGBP,BNB,GBP,BREAK
GBPBUSD,GBP,BUSD,BREAK
DGBBTC,DGB,BTC,BREAK
DGBBUSD,DGB,BUSD,BREAK
BTCUAH,BTC,UAH,TRADING
USDTUAH,USDT,UAH,TRADING
COMPBTC,COMP,BTC,TRADING
COMPBNB,COMP,BNB,BREAK
COMPBUSD,COMP,BUSD,BREAK
COMPUSDT,COMP,USDT,TRADING
BTCBIDR,BTC,BIDR,BREAK
ETHBIDR,ETH,BIDR,BREAK
BNBBIDR,BNB,BIDR,BREAK
BUSDBIDR,BUSD,BIDR,BREAK
USDTBIDR,USDT,BIDR,BREAK
BKRWUSDT,BKRW,USDT,BREAK
BKRWBUSD,BKRW,BUSD,BREAK
SCUSDT,SC,USDT,TRADING
ZENUSDT,ZEN,USDT,TRADING
SXPBTC,SXP,BTC,TRADING
SXPBNB,SXP,BNB,BREAK
SXPBUSD,SXP,BUSD,BREAK
SNXBTC,SNX,BTC,TRADING
SNXBNB,SNX,BNB,BREAK
SNXBUSD,SNX,BUSD,BREAK
SNXUSDT,SNX,USDT,TRADING
ETHUPUSDT,ETHUP,USDT,BREAK
ETHDOWNUSDT,ETHDOWN,USDT,BREAK
ADAUPUSDT,ADAUP,USDT,BREAK
ADADOWNUSDT,ADADOWN,USDT,BREAK
LINKUPUSDT,LINKUP,USDT,BREAK
LINKDOWNUSDT,LINKDOWN,USDT,BREAK
VTHOBNB,VTHO,BNB,BREAK
VTHOBUSD,VTHO,BUSD,BREAK
VTHOUSDT,VTHO,USDT,TRADING
DCRBUSD,DCR,BUSD,BREAK
DGBUSDT,DGB,USDT,TRADING
GBPUSDT,GBP,USDT,BREAK
STORJBUSD,STORJ,BUSD,BREAK
SXPUSDT,SXP,USDT,TRADING
IRISBNB,IRIS,BNB,BREAK
IRISBTC,IRIS,BTC,BREAK
IRISBUSD,IRIS,BUSD,BREAK
MKRBNB,MKR,BNB,BREAK
MKRBTC,MKR,BTC,TRADING
MKRUSDT,MKR,USDT,TRADING
MKRBUSD,MKR,BUSD,BREAK
DAIBNB,DAI,BNB,BREAK
DAIBTC,DAI,BTC,BREAK
DAIUSDT,DAI,USDT,BREAK
DAIBUSD,DAI,BUSD,BREAK
RUNEBNB,RUNE,BNB,TRADING
RUNEBTC,RUNE,BTC,TRADING
RUNEBUSD,RUNE,BUSD,BREAK
MANABUSD,MANA,BUSD,BREAK
DOGEBUSD,DOGE,BUSD,BREAK
LENDBUSD,LEND,BUSD,BREAK
ZRXBUSD,ZRX,BUSD,BREAK
DCRUSDT,DCR,USDT,TRADING
STORJUSDT,STORJ,USDT,TRADING
XRPBKRW,XRP,BKRW,BREAK
ADABKRW,ADA,BKRW,BREAK
BTCAUD,BTC,AUD,BREAK
ETHAUD,ETH,AUD,BREAK
AUDBUSD,AUD,BUSD,BREAK
FIOBNB,FIO,BNB,BREAK
FIOBTC,FIO,BTC,TRADING
FIOBUSD,FIO,BUSD,BREAK
BNBUPUSDT,BNBUP,USDT,BREAK
BNBDOWNUSDT,BNBDOWN,USDT,BREAK
XTZUPUSDT,XTZUP,USDT,BREAK
XTZDOWNUSDT,XTZDOWN,USDT,BREAK
AVABNB,AVA,BNB,BREAK
AVABTC,AVA,BTC,TRADING
AVABUSD,AVA,BUSD,BREAK
USDTBKRW,USDT,BKRW,BREAK
BUSDBKRW,BUSD,BKRW,BREAK
IOTABUSD,IOTA,BUSD,BREAK
MANAUSDT,MANA,USDT,TRADING
XRPAUD,XRP,AUD,BREAK
BNBAUD,BNB,AUD,BREAK
AUDUSDT,AUD,USDT,BREAK
BALBNB,BAL,BNB,BREAK
BALBTC,BAL,BTC,BREAK
BALBUSD,BAL,BUSD,BREAK
YFIBNB,YFI,BNB,BREAK
YFIBTC,YFI,BTC,TRADING
YFIBUSD,YFI,BUSD,BREAK
YFIUSDT,YFI,USDT,TRADING
BLZBUSD,BLZ,BUSD,BREAK
KMDBUSD,KMD,BUSD,BREAK
BALUSDT,BAL,USDT,TRADING
BLZUSDT,BLZ,USDT,TRADING
IRISUSDT,IRIS,USDT,TRADING
KMDUSDT,KMD,USDT,TRADING
BTCDAI,BTC,DAI,TRADING
ETHDAI,ETH,DAI,TRADING
BNBDAI,BNB,DAI,BREAK
USDTDAI,USDT,DAI,TRADING
BUSDDAI,BUSD,DAI,BREAK
JSTBNB,JST,BNB,BREAK
JSTBTC,JST,BTC,TRADING
JSTBUSD,JST,BUSD,BREAK
JSTUSDT,JST,USDT,TRADING
SRMBNB,SRM,BNB,BREAK
SRMBTC,SRM,BTC,BREAK
SRMBUSD,SRM,BUSD,BREAK
SRMUSDT,SRM,USDT,BREAK
ANTBNB,ANT,BNB,BREAK
ANTBTC,ANT,BTC,BREAK
ANTBUSD,ANT,BUSD,BREAK
ANTUSDT,ANT,USDT,BREAK
CRVBNB,CRV,BNB,BREAK
CRVBTC,CRV,BTC,TRADING
CRVBUSD,CRV,BUSD,BREAK
CRVUSDT,CRV,USDT,TRADING
SANDBNB,SAND,BNB,BREAK
SANDBTC,SAND,BTC,TRADING
SANDUSDT,SAND,USDT,TRADING
SANDBUSD,SAND,BUSD,BREAK
OCEANBNB,OCEAN,BNB,BREAK
OCEANBTC,OCEAN,BTC,BREAK
OCEANBUSD,OCEAN,BUSD,BREAK
OCEANUSDT,OCEAN,USDT,BREAK
NMRBTC,NMR,BTC,TRADING
NMRBUSD,NMR,BUSD,BREAK
NMRUSDT,NMR,USDT,TRADING
DOTBNB,DOT,BNB,TRADING
DOTBTC,DOT,BTC,TRADING
DOTBUSD,DOT,BUSD,BREAK
DOTUSDT,DOT,USDT,TRADING
LUNABNB,LUNA,BNB,BREAK
LUNABTC,LUNA,BTC,BREAK
LUNABUSD,LUNA,BUSD,BREAK
LUNAUSDT,LUNA,USDT,TRADING
IDEXBTC,IDEX,BTC,TRADING
IDEXBUSD,IDEX,BUSD,BREAK
RSRBNB,RSR,BNB,BREAK
RSRBTC,RSR,BTC,BREAK
RSRBUSD,RSR,BUSD,BREAK
RSRUSDT,RSR,USDT,TRADING
PAXGBNB,PAXG,BNB,BREAK
PAXGBTC,PAXG,BTC,TRADING
PAXGBUSD,PAXG,BUSD,BREAK
PAXGUSDT,PAXG,USDT,TRADING
WNXMBNB,WNXM,BNB,BREAK
WNXMBTC,WNXM,BTC,BREAK
WNXMBUSD,WNXM,BUSD,BREAK
WNXMUSDT,WNXM,USDT,BREAK
TRBBNB,TRB,BNB,BREAK
TRBBTC,TRB,BTC,TRADING
TRBBUSD,TRB,BUSD,BREAK
TRBUSDT,TRB,USDT,TRADING
ETHNGN,ETH,NGN,BREAK
DOTBIDR,DOT,BIDR,BREAK
LINKAUD,LINK,AUD,BREAK
SXPAUD,SXP,AUD,BREAK
BZRXBNB,BZRX,BNB,BREAK
BZRXBTC,BZRX,BTC,BREAK
BZRXBUSD,BZRX,BUSD,BREAK
BZRXUSDT,BZRX,USDT,BREAK
WBTCBTC,WBTC,BTC,TRADING
WBTCETH,WBTC,ETH,TRADING
SUSHIBNB,SUSHI,BNB,BREAK
SUSHIBTC,SUSHI,BTC,TRADING
SUSHIBUSD,SUSHI,BUSD,BREAK
SUSHIUSDT,SUSHI,USDT,TRADING
YFIIBNB,YFII,BNB,BREAK
YFIIBTC,YFII,BTC,BREAK
YFIIBUSD,YFII,BUSD,BREAK
YFIIUSDT,YFII,USDT,BREAK
KSMBNB,KSM,BNB,BREAK
KSMBTC,KSM,BTC,TRADING
KSMBUSD,KSM,BUSD,BREAK
KSMUSDT,KSM,USDT,TRADING
EGLDBNB,EGLD,BNB,TRADING
EGLDBTC,EGLD,BTC,TRADING
EGLDBUSD,EGLD,BUSD,BREAK
EGLDUSDT,EGLD,USDT,TRADING
DIABNB,DIA,BNB,BREAK
DIABTC,DIA,BTC,TRADING
DIABUSD,DIA,BUSD,BREAK
DIAUSDT,DIA,USDT,TRADING
RUNEUSDT,RUNE,USDT,TRADING
FIOUSDT,FIO,USDT,TRADING
UMABTC,UMA,BTC,TRADING
UMAUSDT,UMA,USDT,TRADING
EOSUPUSDT,EOSUP,USDT,BREAK
EOSDOWNUSDT,EOSDOWN,USDT,BREAK
TRXUPUSDT,TRXUP,USDT,BREAK
TRXDOWNUSDT,TRXDOWN,USDT,BREAK
XRPUPUSDT,XRPUP,USDT,BREAK
XRPDOWNUSDT,XRPDOWN,USDT,BREAK
DOTUPUSDT,DOTUP,USDT,BREAK
DOTDOWNUSDT,DOTDOWN,USDT,BREAK
SRMBIDR,SRM,BIDR,BREAK
ONEBIDR,ONE,BIDR,BREAK
LINKTRY,LINK,TRY,TRADING
USDTNGN,USDT,NGN,BREAK
BELBNB,BEL,BNB,BREAK
BELBTC,BEL,BTC,TRADING
BELBUSD,BEL,BUSD,BREAK
BELUSDT,BEL,USDT,TRADING
WINGBNB,WING,BNB,BREAK
WINGBTC,WING,BTC,BREAK
SWRVBNB,SWRV,BNB,BREAK
SWRVBUSD,SWRV,BUSD,BREAK
WINGBUSD,WING,BUSD,BREAK
WINGUSDT,WING,USDT,TRADING
LTCUPUSDT,LTCUP,USDT,BREAK
LTCDOWNUSDT,LTCDOWN,USDT,BREAK
LENDBKRW,LEND,BKRW,BREAK
SXPEUR,SXP,EUR,BREAK
CREAMBNB,CREAM,BNB,BREAK
CREAMBUSD,CREAM,BUSD,BREAK
UNIBNB,UNI,BNB,BREAK
UNIBTC,UNI,BTC,TRADING
UNIBUSD,UNI,BUSD,BREAK
UNIUSDT,UNI,USDT,TRADING
NBSBTC,NBS,BTC,BREAK
NBSUSDT,NBS,USDT,BREAK
OXTBTC,OXT,BTC,TRADING
OXTUSDT,OXT,USDT,TRADING
SUNBTC,SUN,BTC,BREAK
SUNUSDT,SUN,USDT,TRADING
AVAXBNB,AVAX,BNB,TRADING
AVAXBTC,AVAX,BTC,TRADING
AVAXBUSD,AVAX,BUSD,BREAK
AVAXUSDT,AVAX,USDT,TRADING
HNTBTC,HNT,BTC,BREAK
HNTUSDT,HNT,USDT,BREAK
BAKEBNB,BAKE,BNB,BREAK
BURGERBNB,BURGER,BNB,BREAK
SXPBIDR,SXP,BIDR,BREAK
LINKBKRW,LINK,BKRW,BREAK
FLMBNB,FLM,BNB,BREAK
FLMBTC,FLM,BTC,TRADING
FLMBUSD,FLM,BUSD,BREAK
FLMUSDT,FLM,USDT,TRADING
SCRTBTC,SCRT,BTC,TRADING
SCRTETH,SCRT,ETH,BREAK
CAKEBNB,CAKE,BNB,TRADING
CAKEBUSD,CAKE,BUSD,BREAK
SPARTABNB,SPARTA,BNB,BREAK
UNIUPUSDT,UNIUP,USDT,BREAK
UNIDOWNUSDT,UNIDOWN,USDT,BREAK
ORNBTC,ORN,BTC,BREAK
ORNUSDT,ORN,USDT,BREAK
TRXNGN,TRX,NGN,BREAK
SXPTRY,SXP,TRY,TRADING
UTKBTC,UTK,BTC,BREAK
UTKUSDT,UTK,USDT,TRADING
XVSBNB,XVS,BNB,TRADING
XVSBTC,XVS,BTC,TRADING
XVSBUSD,XVS,BUSD,BREAK
XVSUSDT,XVS,USDT,TRADING
ALPHABNB,ALPHA,BNB,BREAK
ALPHABTC,ALPHA,BTC,TRADING
ALPHABUSD,ALPHA,BUSD,BREAK
ALPHAUSDT,ALPHA,USDT,TRADING
VIDTBTC,VIDT,BTC,TRADING
VIDTBUSD,VIDT,BUSD,BREAK
AAVEBNB,AAVE,BNB,BREAK
BTCBRL,BTC,BRL,TRADING
USDTBRL,USDT,BRL,TRADING
AAVEBTC,AAVE,BTC,TRADING
AAVEETH,AAVE,ETH,TRADING
AAVEBUSD,AAVE,BUSD,BREAK
AAVEUSDT,AAVE,USDT,TRADING
AAVEBKRW,AAVE,BKRW,BREAK
NEARBNB,NEAR,BNB,TRADING
NEARBTC,NEAR,BTC,TRADING
NEARBUSD,NEAR,BUSD,BREAK
NEARUSDT,NEAR,USDT,TRADING
SXPUPUSDT,SXPUP,USDT,BREAK
SXPDOWNUSDT,SXPDOWN,USDT,BREAK
DOTBKRW,DOT,BKRW,BREAK
SXPGBP,SXP,GBP,BREAK
FILBNB,FIL,BNB,BREAK
FILBTC,FIL,BTC,TRADING
FILBUSD,FIL,BUSD,BREAK
FILUSDT,FIL,USDT,TRADING
FILUPUSDT,FILUP,USDT,BREAK
FILDOWNUSDT,FILDOWN,USDT,BREAK
YFIUPUSDT,YFIUP,USDT,BREAK
YFIDOWNUSDT,YFIDOWN,USDT,BREAK
INJBNB,INJ,BNB,TRADING
INJBTC,INJ,BTC,TRADING
INJBUSD,INJ,BUSD,BREAK
INJUSDT,INJ,USDT,TRADING
AERGOBTC,AERGO,BTC,BREAK
AERGOBUSD,AERGO,BUSD,BREAK
LINKEUR,LINK,EUR,TRADING
ONEBUSD,ONE,BUSD,BREAK
EASYETH,EASY,ETH,BREAK
AUDIOBTC,AUDIO,BTC,TRADING
AUDIOBUSD,AUDIO,BUSD,BREAK
AUDIOUSDT,AUDIO,USDT,TRADING
CTKBNB,CTK,BNB,TRADING
CTKBTC,CTK,BTC,TRADING
CTKBUSD,CTK,BUSD,BREAK
CTKUSDT,CTK,USDT,TRADING
BCHUPUSDT,BCHUP,USDT,BREAK
BCHDOWNUSDT,BCHDOWN,USDT,BREAK
BOTBTC,BOT,BTC,BREAK
BOTBUSD,BOT,BUSD,BREAK
ETHBRL,ETH,BRL,TRADING
DOTEUR,DOT,EUR,TRADING
AKROBTC,AKRO,BTC,BREAK
AKROUSDT,AKRO,USDT,TRADING
KP3RBNB,KP3R,BNB,BREAK
KP3RBUSD,KP3R,BUSD,BREAK
AXSBNB,AXS,BNB,TRADING
AXSBTC,AXS,BTC,TRADING
AXSBUSD,AXS,BUSD,BREAK
AXSUSDT,AXS,USDT,TRADING
HARDBNB,HARD,BNB,BREAK
HARDBTC,HARD,BTC,BREAK
HARDBUSD,HARD,BUSD,BREAK
HARDUSDT,HARD,USDT,TRADING
BNBBRL,BNB,BRL,TRADING
LTCEUR,LTC,EUR,TRADING
RENBTCBTC,RENBTC,BTC,BREAK
RENBTCETH,RENBTC,ETH,BREAK
DNTBUSD,DNT,BUSD,BREAK
DNTUSDT,DNT,USDT,BREAK
SLPETH,SLP,ETH,TRADING
ADAEUR,ADA,EUR,TRADING
LTCNGN,LTC,NGN,BREAK
CVPETH,CVP,ETH,BREAK
CVPBUSD,CVP,BUSD,BREAK
STRAXBTC,STRAX,BTC,TRADING
STRAXETH,STRAX,ETH,BREAK
STRAXBUSD,STRAX,BUSD,BREAK
STRAXUSDT,STRAX,USDT,TRADING
FORBTC,FOR,BTC,BREAK
FORBUSD,FOR,BUSD,BREAK
UNFIBNB,UNFI,BNB,BREAK
UNFIBTC,UNFI,BTC,BREAK
UNFIBUSD,UNFI,BUSD,BREAK
UNFIUSDT,UNFI,USDT,BREAK
FRONTETH,FRONT,ETH,BREAK
FRONTBUSD,FRONT,BUSD,BREAK
BCHABUSD,BCHA,BUSD,BREAK
ROSEBTC,ROSE,BTC,TRADING
ROSEBUSD,ROSE,BUSD,BREAK
ROSEUSDT,ROSE,USDT,TRADING
AVAXTRY,AVAX,TRY,TRADING
BUSDBRL,BUSD,BRL,BREAK
AVAUSDT,AVA,USDT,TRADING
SYSBUSD,SYS,BUSD,BREAK
XEMUSDT,XEM,USDT,BREAK
HEGICETH,HEGIC,ETH,BREAK
HEGICBUSD,HEGIC,BUSD,BREAK
AAVEUPUSDT,AAVEUP,USDT,BREAK
AAVEDOWNUSDT,AAVEDOWN,USDT,BREAK
PROMBNB,PROM,BNB,BREAK
PROMBUSD,PROM,BUSD,BREAK
XRPBRL,XRP,BRL,TRADING
XRPNGN,XRP,NGN,BREAK
SKLBTC,SKL,BTC,TRADING
SKLBUSD,SKL,BUSD,BREAK
SKLUSDT,SKL,USDT,TRADING
BCHEUR,BCH,EUR,TRADING
YFIEUR,YFI,EUR,BREAK
ZILBIDR,ZIL,BIDR,BREAK
SUSDBTC,SUSD,BTC,BREAK
SUSDETH,SUSD,ETH,BREAK
SUSDUSDT,SUSD,USDT,BREAK
COVERETH,COVER,ETH,BREAK
COVERBUSD,COVER,BUSD,BREAK
GLMBTC,GLM,BTC,TRADING
GLMETH,GLM,ETH,BREAK
GHSTETH,GHST,ETH,BREAK
GHSTBUSD,GHST,BUSD,BREAK
SUSHIUPUSDT,SUSHIUP,USDT,BREAK
SUSHIDOWNUSDT,SUSHIDOWN,USDT,BREAK
XLMUPUSDT,XLMUP,USDT,BREAK
XLMDOWNUSDT,XLMDOWN,USDT,BREAK
LINKBRL,LINK,BRL,TRADING
LINKNGN,LINK,NGN,BREAK
LTCRUB,LTC,RUB,BREAK
TRXTRY,TRX,TRY,TRADING
XLMEUR,XLM,EUR,TRADING
DFETH,DF,ETH,BREAK
DFBUSD,DF,BUSD,BREAK
GRTBTC,GRT,BTC,TRADING
GRTETH,GRT,ETH,TRADING
GRTUSDT,GRT,USDT,TRADING
JUVBTC,JUV,BTC,BREAK
JUVBUSD,JUV,BUSD,BREAK
JUVUSDT,JUV,USDT,TRADING
PSGBTC,PSG,BTC,BREAK
PSGBUSD,PSG,BUSD,BREAK
PSGUSDT,PSG,USDT,TRADING
BUSDBVND,BUSD,BVND,BREAK
USDTBVND,USDT,BVND,BREAK
1INCHBTC,1INCH,BTC,TRADING
1INCHUSDT,1INCH,USDT,TRADING
REEFBTC,REEF,BTC,BREAK
REEFUSDT,REEF,USDT,BREAK
OGBTC,OG,BTC,TRADING
OGUSDT,OG,USDT,TRADING
ATMBTC,ATM,BTC,BREAK
ATMUSDT,ATM,USDT,TRADING
ASRBTC,ASR,BTC,BREAK
ASRUSDT,ASR,USDT,TRADING
CELOBTC,CELO,BTC,TRADING
CELOUSDT,CELO,USDT,TRADING
RIFBTC,RIF,BTC,TRADING
RIFUSDT,RIF,USDT,TRADING
CHZTRY,CHZ,TRY,TRADING
XLMTRY,XLM,TRY,TRADING
LINKGBP,LINK,GBP,BREAK
GRTEUR,GRT,EUR,TRADING
BTCSTBTC,BTCST,BTC,BREAK
BTCSTBUSD,BTCST,BUSD,BREAK
BTCSTUSDT,BTCST,USDT,BREAK
TRUBTC,TRU,BTC,TRADING
TRUBUSD,TRU,BUSD,BREAK
TRUUSDT,TRU,USDT,TRADING
DEXEETH,DEXE,ETH,BREAK
DEXEBUSD,DEXE,BUSD,BREAK
EOSEUR,EOS,EUR,BREAK
LTCBRL,LTC,BRL,TRADING
USDCBUSD,USDC,BUSD,BREAK
TUSDBUSD,TUSD,BUSD,BREAK
PAXBUSD,PAX,BUSD,BREAK
CKBBTC,CKB,BTC,BREAK
CKBBUSD,CKB,BUSD,BREAK
CKBUSDT,CKB,USDT,TRADING
TWTBTC,TWT,BTC,TRADING
TWTBUSD,TWT,BUSD,BREAK
TWTUSDT,TWT,USDT,TRADING
FIROBTC,FIRO,BTC,BREAK
FIROETH,FIRO,ETH,BREAK
FIROUSDT,FIRO,USDT,TRADING
BETHETH,BETH,ETH,BREAK
DOGEEUR,DOGE,EUR,TRADING
DOGETRY,DOGE,TRY,TRADING
DOGEAUD,DOGE,AUD,BREAK
DOGEBRL,DOGE,BRL,TRADING
DOTNGN,DOT,NGN,BREAK
PROSETH,PROS,ETH,BREAK
LITBTC,LIT,BTC,TRADING
LITBUSD,LIT,BUSD,BREAK
LITUSDT,LIT,USDT,TRADING
BTCVAI,BTC,VAI,BREAK
BUSDVAI,BUSD,VAI,BREAK
SFPBTC,SFP,BTC,TRADING
SFPBUSD,SFP,BUSD,BREAK
SFPUSDT,SFP,USDT,TRADING
DOGEGBP,DOGE,GBP,BREAK
DOTTRY,DOT,TRY,TRADING
FXSBTC,FXS,BTC,BREAK
FXSBUSD,FXS,BUSD,BREAK
DODOBTC,DODO,BTC,TRADING
DODOBUSD,DODO,BUSD,BREAK
DODOUSDT,DODO,USDT,TRADING
FRONTBTC,FRONT,BTC,BREAK
EASYBTC,EASY,BTC,BREAK
CAKEBTC,CAKE,BTC,TRADING
CAKEUSDT,CAKE,USDT,TRADING
BAKEBUSD,BAKE,BUSD,BREAK
UFTETH,UFT,ETH,BREAK
UFTBUSD,UFT,BUSD,BREAK
1INCHBUSD,1INCH,BUSD,BREAK
BANDBUSD,BAND,BUSD,BREAK
GRTBUSD,GRT,BUSD,BREAK
IOSTBUSD,IOST,BUSD,BREAK
OMGBUSD,OMG,BUSD,BREAK
REEFBUSD,REEF,BUSD,BREAK
ACMBTC,ACM,BTC,BREAK
ACMBUSD,ACM,BUSD,BREAK
ACMUSDT,ACM,USDT,TRADING
AUCTIONBTC,AUCTION,BTC,TRADING
AUCTIONBUSD,AUCTION,BUSD,BREAK
PHABTC,PHA,BTC,TRADING
PHABUSD,PHA,BUSD,BREAK
DOTGBP,DOT,GBP,BREAK
ADATRY,ADA,TRY,TRADING
ADABRL,ADA,BRL,TRADING
ADAGBP,ADA,GBP,BREAK
TVKBTC,TVK,BTC,BREAK
TVKBUSD,TVK,BUSD,BREAK
BADGERBTC,BADGER,BTC,TRADING
BADGERBUSD,BADGER,BUSD,BREAK
BADGERUSDT,BADGER,USDT,TRADING
FISBTC,FIS,BTC,TRADING
FISBUSD,FIS,BUSD,BREAK
FISUSDT,FIS,USDT,TRADING
DOTBRL,DOT,BRL,TRADING
ADAAUD,ADA,AUD,BREAK
HOTTRY,HOT,TRY,TRADING
EGLDEUR,EGLD,EUR,TRADING
OMBTC,OM,BTC,TRADING
OMBUSD,OM,BUSD,BREAK
OMUSDT,OM,USDT,TRADING
PONDBTC,POND,BTC,TRADING
PONDBUSD,POND,BUSD,BREAK
